"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2021023903","3","3","0376","0630","1367","E","2","55","PENN LINCOLN PY","1","1","02"
"2021050585","4","3","","","","N","02","35","PATTON ST BR","4","","02"
"2021022172","3","4","","","","N","02","15","WILLIAM ST","4","","02"
"2021036980","3","3","3024","0070","0","E","2","40","BATTLE RIDGE RD","2","3","02"
"2021005121","4","4","4009","0010","0","N","1","35","EAST OHIO ST","2","3","02"
"2021117826","5","5","4080","0050","531","W","2","55","TOMS RUN RD","2","3","02"
"2021034247","3","3","0376","0734","1721","E","3","55","PENN LINCOLN PY","1","1","02"
"2021058706","5","5","","","","W","02","25","MCNEAL RD","4","","02"
"2021105782","5","5","","","","S","02","25","REISS LN","4","","02"
"2021031694","4","3","","","","W","02","25","7TH ST","4","","02"
"2021036507","3","3","2122","0010","2792","E","2","25","THIRTYFIRST ST BR","2","3","02"
"2021112738","3","3","4011","0080","1726","N","2","30","ROCHESTER RD","2","3","02"
"2021010138","3","3","7076","0130","4493","E","4","65","MAINLINE TU","5","1","02"
"2021045461","4","4","2058","0050","0","N","3","40","VERONA RD","2","3","02"
"2021001352","3","3","0400","0370","2420","W","2","40","SALTSBURG RD","2","3","02"
"2021108261","5","5","2040","0111","1939","W","4","45","LEBANON CHURCH RD","2","3","02"
"2021022422","3","3","","","","E","01","25","PAUL ST","4","","02"
"2021039103","3","4","","","","E","02","25","SCHUBERT ST","4","","02"
"2021063969","3","4","","","","N","02","25","OAKWOOD ST","4","","02"
"2021011958","4","3","","","","E","02","25","FRANKSTOWN AV","4","","02"
"2021082479","5","5","2094","0010","1882","E","2","35","JEROME ST BR/LYSLE BL","2","3","02"
"2021008275","3","3","","","","E","02","25","ARLINGTON AV","4","","02"
"2021105537","3","4","","","","N","02","15","MAY ST","4","","02"
"2021075338","4","3","2122","0050","0","E","2","25","BUTLER ST","2","3","02"
"2021084329","3","3","4070","0010","2130","E","2","55","INGOMAR RD","2","3","02"
"2021103976","4","3","","","","W","02","25","MOUNTAIN VIEW DR","4","","02"
"2021074116","4","3","","","","N","02","25","AIKEN ST","4","","02"
"2021082140","4","3","","","","E","02","25","SYLVANIA AV","4","","02"
"2021075206","4","4","0885","0111","0","S","2","35","LEBANON CHURCH RD","2","3","02"
"2021127627","3","3","1012","0050","0","E","2","35","CEDAR RUN RD","2","3","02"
"2021097946","3","3","","","","U","02","35","DIAMOND AV","4","","02"
"2021124183","3","3","3038","0050","2888","E","2","40","CONNOR RD","2","3","02"
"2021124380","3","3","0885","0160","488","N","3","40","LEBANON RD","2","3","02"
"2021097636","4","3","","","","W","02","25","PENNSYLVANIA AV","4","","02"
"2021107460","5","5","8012","0750","0","W","2","35","ARDMORE BL INT/RAMP A RD","2","1","02"
"2021044356","4","4","","","","S","02","25","HALE ST","4","","02"
"2021087304","7","7","8082","0010","0","S","1","20","HGHLND PRK BR INT/RP C RD","2","1","02"
"2021118329","3","3","0008","0360","1810","N","2","40","WILLIAM FLINN HW","2","3","02"
"2022007355","3","3","","","","S","2","25","HOPKINS CHURCH RD","4","","02"
"2021088361","3","3","","","","N","02","25","ONE WILD PL","4","","02"
"2021093455","5","5","4024","0120","2237","E","2","30","ELFINWILD RD","2","3","02"
"2021107855","3","3","","","","N","4","25","BROWNSVILLE RD","4","","02"
"2021125231","5","5","4068","0050","0","E","2","40","WARRENDALE RD","2","3","02"
"2021116834","4","3","","","","E","02","25","BRIGHTON RD","4","","02"
"2021113669","3","3","","","","E","02","25","MAZETTE RD","4","","02"
"2021082049","3","3","0885","0331","838","S","2","35","BL OF THE AL","2","3","02"
"2021077693","6","6","","","","W","02","25","EAST GRANT AV","4","","02"
"2021124264","4","3","","","","N","02","25","DUQUESNE AV","4","","02"
"2021106576","4","4","","","","S","02","25","GRAHAM ST","4","","02"
"2021093688","5","4","","","","N","02","35","LINCOLN RD","4","","02"
"2021065281","3","3","2071","0020","492","E","2","35","SHANNON RD","2","3","02"
"2021095719","3","3","3048","0191","2998","W","2","35","NOBLESTOWN RD","2","3","02"
"2022019168","3","3","0136","0030","2795","E","2","40","RAINBOW RUN RD","2","3","02"
"2021106862","4","4","2110","0031","0","W","2","35","PENN AV","2","3","02"
"2021111906","3","3","0376","0760","2463","E","2","55","PENN LINCOLN PY","1","1","02"
"2021081477","3","3","0051","0700","1705","N","3","35","FOURTH AV","2","3","02"
"2021109467","3","3","1001","0250","1331","N","3","35","FREEPORT RD","2","3","02"
"2021072629","3","3","1013","0060","1227","N","2","35","SAXONBURG BL","2","3","02"
"2021103419","3","3","","","","N","02","35","OLD CLAIRTON RD","4","","02"
"2021047155","3","3","0376","0785","2187","W","2","55","PENN LINCOLN PY","1","1","02"
"2021092644","3","3","","","","E","04","35","PITTSBURGH MCKEESPORT BL","3","","02"
"2022002795","5","5","","","","N","02","40","QUAKER VILLAGE DR","4","","02"
"2021083777","4","4","2040","0110","1955","E","2","45","LEBANON CHURCH RD","2","3","02"
"2021117985","4","4","0008","0061","451","S","2","35","PENN AV","2","3","02"
"2021124451","3","3","","","","N","04","25","BROWNSVILLE RD","3","","02"
"2021097101","5","5","","","","S","02","25","CURRY RD","4","","02"
"2021116173","3","4","","","","S","02","25","MAIN ST","4","","02"
"2021125232","3","3","3006","0030","1412","W","2","30","BOYCE RD","2","3","02"
"2021125919","3","3","0837","0505","514","S","2","35","EAST CARSON ST","2","3","02"
"2021070316","3","3","0051","0690","1160","N","3","35","FOURTH AV","2","3","02"
"2022007065","3","3","2051","0020","270","N","2","15","MAIN ST","2","3","02"
"2021123678","5","5","4086","0040","1030","B","2","25","BLAZIER DR","2","3","02"
"2021104092","3","3","0051","0270","2944","N","02","40","CLAIRTON BL","2","3","02"
"2021125220","3","3","0088","0100","2136","U","2","35","LIBRARY RD","2","3","02"
"2022006601","3","3","0376","0665","1774","W","2","55","PENN LINCOLN PY","1","1","02"
"2021044305","3","4","","","","S","01","25","JUMONVILLE ST","4","","02"
"2021082983","4","3","","","","N","02","25","6TH AV","4","","02"
"2021084350","3","3","3004","0130","327","E","2","25","CLIFTON RD","2","3","02"
"2021066168","6","6","8121","0252","0","S","1","20","RAMP B FR E OHIO ST","2","1","02"
"2021122268","6","6","","","","S","02","30","NOTTINGHAM DR","4","","02"
"2021081736","3","3","0837","0060","183","S","3","35","FIFTH ST","2","3","02"
"2021099077","4","3","","","","N","01","25","DAWSON ST","4","","02"
"2021116155","3","3","2075","0010","2387","N","2","30","OLD FRANKSTOWN RD","2","3","02"
"2021102959","3","4","","","","W","02","25","DRAKE RD","4","","02"
"2021096319","5","5","4009","0011","0","S","1","35","EAST OHIO ST","2","3","02"
"2022004674","3","3","0885","0311","181","S","2","35","BL OF THE AL","2","3","02"
"2021126196","3","3","0376","0741","1358","W","3","55","PENN LINCOLN PY","1","1","02"
"2021088140","3","4","","","","N","02","25","WILKINS AV","4","","02"
"2021098342","4","4","0910","0011","0","W","2","35","WEXFORD BAYNE RD","2","3","02"
"2022003627","3","3","0376","0764","145","E","2","55","PENN LINCOLN PY","1","1","02"
"2021119438","3","3","0130","0252","355","E","2","35","TRI-BORO EX","2","2","02"
"2022006960","3","3","0837","0270","140","N","2","35","DRAVOSBURG RD","2","3","02"
"2021126998","4","4","","","","E","02","25","CEDAR BL","4","","02"
"2021112758","3","3","0400","0162","1642","E","2","55","FRANKSTOWN RD","2","3","02"
"2021013289","4","3","","","","E","02","25","LINCOLN AV","4","","02"
"2021047118","4","4","","","","N","02","25","18TH ST","4","","02"
"2021118065","3","3","0279","0063","1494","S","2","55","NORTH HILLS EX","1","1","02"
"2021114636","3","3","","","","S","02","25","S 18TH ST","4","","02"
"2021049403","3","4","","","","S","02","25","CHATHAM SQ","4","","02"
"2021010519","3","3","0376","0690","712","E","2","55","FORT PITT TN","1","1","02"
"2021023380","3","3","","","","N","02","25","BRIGHTON RD","4","","02"
"2021036245","3","4","","","","W","02","25","MELLA ST","4","","02"
"2021081475","3","3","0088","0150","1480","N","2","35","LIBRARY RD","2","3","02"
"2021083542","4","3","","","","U","02","35","CENTER RD","4","","02"
"2021011529","3","3","0051","0400","1175","N","2","25","SAW MILL RUN BL","2","3","02"
"2021089972","4","3","","","","W","05","25","GRANT ST","4","","02"
"2021025732","4","3","","","","N","02","","LINCOLN AV","4","","02"
"2021083036","4","4","0051","0421","182","S","2","35","SAW MILL RUN BL","2","3","02"
"2021042832","5","5","","","","N","02","25","ISAAC ST","4","","02"
"2021068158","3","3","","","","E","02","35","MOUNT CARMEL RD","3","","02"
"2021033847","3","3","3035","0030","538","S","2","35","PROVOST RD","2","3","02"
"2021032224","4","3","","","","W","02","25","HARCUM WY","4","","02"
"2021108231","3","4","","","","S","02","25","GRANDVIEW AV","4","","02"
"2021021412","3","3","0051","0380","3589","N","2","25","SAW MILL RUN BL","2","3","02"
"2021061253","5","4","","","","W","02","35","UNITY CENTER RD","4","","02"
"2021082991","3","3","4068","0130","1633","W","2","40","BAKERSTOWN RD","2","3","02"
"2021026039","3","3","","","","W","02","25","PERRY LN","4","","02"
"2021047250","3","3","0837","0360","2025","E","2","35","EIGHTH AV","2","3","02"
"2021006765","3","3","0279","0067","381","S","2","55","NORTH HILLS EX","1","1","02"
"2021103638","3","4","","","","E","02","25","12TH ST","4","","02"
"2021051969","3","3","0376","0800","216","E","3","55","PENN LINCOLN PY","1","1","02"
"2021001735","3","3","8008","0510","482","E","1","20","FORWARD AV INT./RAMP D RD","2","1","02"
"2021070720","4","4","","","","W","02","25","GIST ST","4","","02"
"2021017608","4","3","","","","W","02","25","GREENLEAF ST","4","","02"
"2021027830","6","6","9120","0010","966","N","2","25","SR 9120 CONNECTOR RD","2","3","02"
"2021012296","3","3","","","","N","02","25","ATLANTIC AV","4","","02"
"2021080397","3","3","","","","E","02","35","COAL VALLEY RD","4","","02"
"2021077164","4","3","","","","N","02","25","HIGHTOWER BL","4","","02"
"2021038413","4","4","0837","0311","745","S","2","40","DUQUESNE BL","2","3","02"
"2021111713","3","4","","","","W","02","25","TWEED ST","4","","02"
"2021039151","4","3","","","","E","02","25","ZEPHYR AV","4","","02"
"2021017571","3","4","","","","S","02","25","DALLAS AV","4","","02"
"2021113035","4","4","","","","E","02","35","MACBETH DR","4","","02"
"2021003487","3","3","","","","S","02","25","N NEVILLE ST","4","","02"
"2021034620","4","3","","","","N","02","25","MELWOOD AV","4","","02"
"2021033283","3","3","2040","0110","1306","E","2","45","LEBANON CHURCH RD","2","3","02"
"2021104298","3","3","3069","0110","337","N","2","45","LIBERTY BR","2","3","02"
"2021054504","4","3","","","","N","02","25","THORN HILL RD","4","","02"
"2021048721","4","4","","","","N","02","25","LINCOLN WY","4","","02"
"2021051042","4","4","0019","0210","1861","N","2","35","BANKSVILLE RD","2","3","02"
"2021018434","3","3","0376","0621","2150","W","2","55","PENN LINCOLN PY","1","1","02"
"2021013718","4","3","","","","W","02","35","BABCOCK BL","3","","02"
"2021068972","3","4","","","","E","02","25","FERN ST","4","","02"
"2021090395","5","5","","","","N","02","35","MCALEER RD","4","","02"
"2021027822","3","3","3069","0060","0","N","2","35","WEST LIBERTY AV","2","3","02"
"2021051923","4","3","1001","0220","","N","3","35","FREEPORT RD","2","3","02"
"2021053392","6","6","","","","W","02","25","CARNEGIE AV","4","","02"
"2021042725","3","3","2082","0090","317","E","2","45","COXCOMB HILL RD","2","3","02"
"2021058941","4","4","","","","W","02","25","TWIN PONDS LN","4","","02"
"2021089832","3","4","","","","E","02","25","VINTON ST","4","","02"
"2021016657","4","3","","","","U","02","25","PENN AV","4","","02"
"2021046013","3","4","","","","N","02","25","8TH ST","4","","02"
"2021040324","5","5","","","","E","02","25","OVERBROOK BL","4","","02"
"2021107061","3","3","0376","0790","675","E","3","55","PENN LINCOLN PY","1","1","02"
"2021056360","4","4","0048","0401","0","S","2","35","MOSSIDE BL","2","3","02"
"2021073276","5","5","2040","0065","0","S","2","25","BROWNSVILLE RD","2","3","02"
"2021049315","4","3","","","","S","02","25","HILANDS PL","4","","02"
"2021001708","3","3","0376","0695","1145","W","2","55","PENN LINCOLN PY","1","1","02"
"2021034403","3","3","3069","0111","695","S","3","40","LIBERTY BR","2","3","02"
"2021087551","4","3","","","","E","02","25","GREENSBURG PK","4","","02"
"2021008135","3","3","0885","0120","0","N","3","40","LEBANON RD","2","3","02"
"2021060045","5","4","","","","W","02","35","GIBSONIA RD","4","","02"
"2021042624","3","3","3109","0020","0","N","2","35","UNIVERSITY BL","2","3","02"
"2021090530","3","3","2108","0150","855","S","2","25","SOUTH DALLAS AV","2","3","02"
"2021051622","4","4","0065","0201","1070","S","2","40","OHIO RIVER BL","2","3","02"
"2021047726","3","3","","","","W","02","25","BEAMS RUN RD","4","","02"
"2021085112","3","4","","","","W","02","25","SCHOYER AV","4","","02"
"2021001845","5","4","","","","W","04","25","E CARSON ST","4","","02"
"2021057686","3","3","","","","N","02","25","TALL TREE DR","4","","02"
"2021073603","5","5","8101","0500","559","S","1","20","VENTURE ST INT/RP H RD","2","1","02"
"2021065941","4","3","AGLM","0010","264","B","2","25","CITADEL ST","4","3","02"
"2021046148","3","3","3069","0020","860","N","2","25","WASHINGTON RD","2","3","02"
"2021003143","3","3","","","","N","02","25","HIALEAH DR","4","","02"
"2021106567","3","4","","","","W","02","25","BOGGS SCHOOL RD","4","","02"
"2021028308","5","5","","","","W","04","35","PAINTERS RUN RD","4","","02"
"2021003700","3","3","4052","0070","415","E","3","45","WARRENDALE BAYNE RD","2","3","02"
"2021010622","3","3","","","","S","02","25","FALLOWFIELD AV","4","","02"
"2021007946","3","3","","","","E","02","25","BROWNSVILLE RD","4","","02"
"2021055135","3","3","0376","0735","1062","W","3","55","PENN LINCOLN PY","1","1","02"
"2021080115","4","4","0050","0191","0","S","2","35","WASHINGTON AV","2","3","02"
"2021086904","5","5","","","","S","04","30","PATTON DR","4","","02"
"2021015016","5","4","","","","N","02","30","BELLEVUE RD","4","","02"
"2021071173","3","3","0051","0271","602","S","2","40","CLAIRTON BL","2","3","02"
"2021063676","8","8","","","","E","02","","CENTER ST","4","","02"
"2021015260","4","3","","","","W","02","25","COAST AV","4","","02"
"2021017339","5","5","8102","0020","551","N","1","20","MCKNIGHT RD INT/RMP K RD","2","1","02"
"2021040962","5","5","2035","0040","3558","N","2","35","MCKEE RD","2","3","02"
"2021110069","3","3","4016","0030","1760","E","2","30","SIEBERT RD","2","3","02"
"2021027036","3","3","0050","0100","791","E","2","40","MILLERS RUN RD","2","2","02"
"2021017487","3","3","0019","0280","0","N","2","35","WEST END BR","2","3","02"
"2021077150","3","3","","","","N","02","25","ROBINSON ST","4","","02"
"2021025509","4","4","","","","E","04","25","BEECHWOOD BL","4","","02"
"2021051874","3","3","2122","0070","62","E","2","35","BUTLER ST","2","3","02"
"2021116575","4","3","","","","S","02","25","CENTURY III DR","4","","02"
"2021005310","4","3","","","","S","02","25","BROADWAY ST","4","","02"
"2021005910","3","3","","","","S","02","25","NORWOOD AV","4","","02"
"2021001547","4","3","","","","S","02","35","HAYMAKER RD","4","","02"
"2021087804","3","3","3048","0190","1883","E","2","35","NOBLESTOWN RD","2","3","02"
"2021061859","3","3","0376","0745","2242","W","2","55","SQUIRREL HILL TN","1","1","02"
"2021038711","3","4","","","","W","02","25","STRANAHAN ST","4","","02"
"2021092487","3","3","0885","0280","2017","B","3","25","IRVINE ST","2","3","02"
"2021048676","4","3","","","","S","02","25","FORBES AV","4","","02"
"2021048599","3","3","","","","W","04","35","BOWER HILL RD","4","","02"
"2021090340","3","4","","","","N","01","25","UNION AV","4","","02"
"2021124292","4","3","","","","W","02","25","SANGREE RD","4","","02"
"2021037136","3","3","","","","E","02","35","CAMP HORNE RD","4","","02"
"2021114593","3","4","","","","N","02","35","SWAN DR","4","","02"
"2021107130","3","3","2067","0010","1632","N","2","35","STOTLER RD","2","3","02"
"2021022096","4","3","","","","E","02","25","BREVARD AV","4","","02"
"2021066187","4","4","8059","0522","0","S","1","20","GLENWOOD BR INT/RAMP A RD","2","1","02"
"2021114326","4","5","","","","E","99","","CYPRESS DR","4","","02"
"2021005921","4","3","","","","N","01","25","MOUNTAIN VIEW DR","4","","02"
"2021046184","4","3","","","","W","04","25","LIBERTY AV","4","","02"
"2021034572","3","4","","","","W","02","25","KENTUCKY AV","4","","02"
"2021088089","4","4","0050","0031","0","W","2","55","SR 0050 HW","2","2","02"
"2021029761","4","3","","","","W","02","25","NAPOR BL","4","","02"
"2021069943","3","3","0019","0191","1125","S","2","35","BANKSVILLE RD","2","3","02"
"2021107094","3","3","0079","0725","1751","S","3","55","RAYMOND P SHAFER HW","1","1","02"
"2021029821","3","3","0008","0060","451","E","2","25","PENN AV","2","3","02"
"2021038259","3","3","3077","0150","0","E","2","30","BRODHEAD RD","2","3","02"
"2021085829","5","5","0130","0012","0","E","2","45","ALLEGHENY RIVER BL","2","3","02"
"2021089167","3","3","0065","0090","392","N","2","40","OHIO RIVER BL","2","3","02"
"2021061742","3","3","0065","0004","117","N","2","55","OHIO RIVER BL","2","1","02"
"2021004193","3","3","0376","0511","2138","W","2","65","AIRPORT PY","1","1","02"
"2021122807","4","4","3089","0180","0","N","2","45","FLAUGHERTY RUN RD","2","3","02"
"2021025313","3","3","8008","0510","497","E","1","20","FORWARD AV INT./RAMP D RD","2","1","02"
"2021067765","3","4","","","","N","02","25","21ST ST","4","","02"
"2021011328","4","3","","","","E","02","25","CURRY RD","4","","02"
"2021002594","3","3","2078","0030","1580","E","2","30","HAMIL RD","2","3","02"
"2021066321","4","4","4021","0070","3359","E","2","40","LOWRIES RUN RD","2","3","02"
"2021032632","3","3","0079","0514","2466","N","2","55","RAYMOND P SHAFER HW","1","1","02"
"2021109959","3","3","0400","0120","1090","N","2","25","N DALLAS AV","2","3","02"
"2021029208","3","4","","","","W","01","25","BROAD ST","4","","02"
"2021039160","3","3","0065","0190","2315","N","2","45","OHIO RIVER BL","2","3","02"
"2021093553","3","3","0060","0030","2709","B","3","55","MAIN ST","2","3","02"
"2021024288","4","4","0051","0170","0","N","2","40","CLAIRTON BL","2","3","02"
"2021040567","3","3","3160","0103","1274","W","2","55","BUSINESS EX","2","1","02"
"2021053341","3","3","2122","0050","275","S","2","25","BUTLER ST","2","3","02"
"2021005528","3","3","0051","0370","691","N","2","25","SAW MILL RUN BL","2","3","02"
"2021080216","3","3","0376","0824","2384","E","3","55","PENN LINCOLN PY","1","1","02"
"2021026254","3","3","0065","0080","901","N","2","40","OHIO RIVER BL","2","3","02"
"2021128389","3","3","","","","E","01","25","FORBES AV","4","","02"
"2021042926","4","4","","","","E","05","25","2ND AV","4","","02"
"2021060119","3","4","","","","N","02","15","GILMORE BL","4","","02"
"2021054966","3","3","","","","S","04","25","BEAVER AV","4","","02"
"2021007969","4","4","","","","E","02","25","SCHOOL ST","4","","02"
"2021070766","3","3","0130","0142","1184","N","2","35","BEULAH RD","2","3","02"
"2021038771","4","4","","","","N","02","25","GROVE RD","4","","02"
"2021086877","3","3","4019","0020","1349","S","2","35","GRANT AV","2","3","02"
"2021037247","3","3","0022","0011","247","W","2","55","SR 0022 HW","2","1","02"
"2021040942","3","4","","","","E","02","25","ZARA ST","4","","02"
"2021062356","3","3","1001","0280","1800","E","2","25","PITTSBURGH ST","2","3","02"
"2021028495","3","3","0019","0600","1150","N","3","40","PERRY HW","2","3","02"
"2021004024","3","4","","","","E","02","25","BATES ST","4","","02"
"2021003506","3","3","0019","0020","1271","N","2","45","WASHINGTON RD","2","3","02"
"2021011943","3","4","","","","N","02","20","MCWILLIAMS DR","4","","02"
"2021037413","3","3","0019","0130","2153","N","3","35","COCHRAN RD","2","3","02"
"2021036225","3","3","0148","0100","0","N","2","35","FIFTH AV","2","3","02"
"2021086359","4","3","","","","E","02","25","STEUBEN ST","4","","02"
"2021074244","4","3","","","","E","02","25","HAMILTON AV","4","","02"
"2021011628","3","4","","","","S","02","25","KNOX AV","4","","02"
"2021050585","3","4","","","","N","02","25","EAST MCKEESPORT BL","4","","02"
"2021026292","3","3","","","","W","02","35","ALLEGHENY RIVER BL","4","","02"
"2021003358","3","3","0837","0230","0","E","2","40","WASHINGTON ST","2","3","02"
"2021009647","3","3","0376","0690","198","E","2","55","FORT PITT TN","1","1","02"
"2021093377","3","3","","","","E","02","25","RIDGE RD","4","","02"
"2021028087","3","3","0286","0030","2061","S","3","45","GOLDEN MILE HW","2","3","02"
"2021069302","3","3","","","","S","04","35","BRANDT SCHOOL RD","4","","02"
"2021094446","5","5","","","","N","02","25","POPLAR ST","4","","02"
"2021014106","3","3","3038","0040","1346","E","2","40","CONNOR RD","2","3","02"
"2021065304","4","4","0088","0140","0","B","2","35","LIBRARY RD","2","3","02"
"2021120772","3","4","","","","N","02","25","MCCLURE AV","4","","02"
"2021003698","3","3","2308","0010","0","E","1","25","FORBES AV","2","3","02"
"2021016458","4","4","0008","0065","0","W","2","35","PENN AV","2","3","02"
"2021038002","4","3","","","","E","01","15","WATSON ST","4","","02"
"2021048375","4","5","","","","N","02","","SCHENLEY DR","4","","02"
"2021051689","3","3","8008","0010","0","E","1","20","FORWARD AV INT/RAMP B RD","2","1","02"
"2021036141","3","4","","","","E","02","25","LOGANS FERRY RD","4","","02"
"2021063969","4","3","","","","W","02","25","FRANKSTOWN AV","4","","02"
"2021029691","3","3","7076","0040","1098","E","4","65","MAINLINE TU","5","1","02"
"2021044415","3","3","0837","0520","1892","E","4","25","EAST CARSON ST","2","3","02"
"2021004280","5","5","8105","0500","1430","S","1","20","CAMP HORNE INT/RAMP B RD","2","1","02"
"2021105169","3","3","0079","0635","1020","S","2","55","RAYMOND P SHAFER HW","1","1","02"
"2021111493","3","4","","","","W","01","25","9TH AV","4","","02"
"2021088978","3","3","0088","0090","1958","N","2","35","LIBRARY RD","2","3","02"
"2021088996","4","3","","","","U","02","25","SPENCER AV","4","","02"
"2021066448","3","3","","","","W","03","25","5TH AV","4","","02"
"2021110590","3","3","4019","0100","11","S","2","30","MT ROYAL BL","2","3","02"
"2021072899","4","4","0885","0010","0","E","2","25","WALNUT AV","2","3","02"
"2021127627","4","4","","","","S","02","35","MIDDLE RD","4","","02"
"2021126224","4","3","","","","E","02","25","BAYARD ST","4","","02"
"2022003003","3","3","H815","0030","254","N","2","35","GREENSBURG PK","4","3","02"
"2021072833","3","3","0279","0033","2593","S","3","50","NORTH HILLS EX","1","1","02"
"2021096756","4","4","","","","W","01","25","GRANT ST","4","","02"
"2021051627","3","3","0060","0040","610","E","3","55","NOBLESTOWN RD","2","3","02"
"2021109887","3","3","0910","0030","1050","E","2","35","WEXFORD BAYNE RD","2","3","02"
"2021088019","3","3","0051","0230","1615","N","3","40","CLAIRTON BL","2","3","02"
"2021122376","3","3","0376","0735","741","W","3","55","PENN LINCOLN PY","1","1","02"
"2022010122","4","4","","","","S","02","25","GREENSBURG PK","4","","02"
"2021128030","6","6","","","","E","02","","COLERAIN ST","4","","02"
"2021096320","3","3","","","","S","02","25","MONONGAHELA AV","4","","02"
"2021089486","3","3","","","","N","02","25","ROSS PARK MALL RD","7","","02"
"2021125231","4","4","4052","0150","0","B","2","40","GRAHAM RD","2","3","02"
"2021096870","3","3","8038","0500","291","W","1","20","CAMPBELLS RUN INT/RP C RD","2","1","02"
"2021127273","3","3","0028","0191","545","S","2","55","ALLEGHENY VALLEY EX","2","1","02"
"2021105204","3","3","","","","S","01","","PENFORT ST","4","","02"
"2021102166","3","3","0051","0800","2595","S","2","35","MCGOVERN BL","2","3","02"
"2021122814","3","3","","","","S","02","25","PROVOST RD","4","","02"
"2021110505","3","3","4016","0010","209","E","2","25","SIEBERT RD","2","3","02"
"2021103483","3","4","","","","S","02","25","N CHARLES ST","4","","02"
"2021110297","3","3","2037","0090","860","N","2","35","TRI-BORO EX","2","2","02"
"2021099396","4","4","","","","S","02","","TWENTYSEVENTH ST","4","","02"
"2022000608","3","3","ABM0","0020","","W","2","25","BLAZIER DR","4","3","02"
"2021099596","4","4","","","","S","02","25","ANDREW ST","4","","02"
"2021101570","3","3","4003","0030","666","N","4","40","MCKNIGHT RD","2","3","02"
"2021121407","3","3","4031","0030","1464","S","2","35","BABCOCK BL","2","3","02"
"2021108377","5","5","8005","0250","0","S","1","20","KIRWAN HTS INT/RAMP A RD","2","1","02"
"2021042462","3","3","0051","0271","1358","S","2","40","CLAIRTON BL","2","3","02"
"2021096299","4","3","","","","W","04","25","5TH AV","4","","02"
"2021073803","4","3","","","","W","02","25","RODEO DR","4","","02"
"2021128390","3","4","","","","N","03","25","SHADY AV","4","","02"
"2022029921","3","4","","","","W","02","10","MAPLE LN","4","","02"
"2021123794","3","4","","","","E","02","25","ALSACE ST","4","","02"
"2021084324","3","3","2208","0010","600","E","2","25","BL OF THE ALLIES RD","2","3","02"
"2021115182","4","4","","","","E","02","25","MCPHERSON BL","4","","02"
"2021096275","4","3","","","","S","02","35","N NEGLEY AV","4","","02"
"2021101494","3","3","2067","0010","0","S","02","35","STOTLER RD","2","3","02"
"2021095171","4","3","","","","N","02","25","N MATHILDA ST","4","","02"
"2021125919","4","5","","","","U","02","","S 33RD ST","4","","02"
"2021088121","4","4","3038","0011","84","W","2","35","GILKESON RD","2","3","02"
"2022002462","3","4","","","","E","02","25","5TH AV","4","","02"
"2021123678","6","6","","","","N","02","50","PINE CREEK RD","4","","02"
"2021105727","4","5","","","","S","02","25","VILLA DR","4","","02"
"2021125220","4","4","","","","U","02","35","MILFORD DR","4","","02"
"2022007069","3","3","0376","0805","330","W","3","55","PENN LINCOLN PY","1","1","02"
"2021043226","4","4","8113","0500","0","N","1","20","FLAUGHERTY RUN/RMP 500 RD","2","1","02"
"2021097102","5","5","","","","S","03","25","BRADDOCK AV","4","","02"
"2021126732","3","3","0286","0050","0","S","2","45","GOLDEN MILE HW","2","3","02"
"2021066168","7","7","","","","W","02","25","RIDGE AV","4","","02"
"2021121406","3","3","","","","E","02","25","8TH AV","4","","02"
"2021125678","4","4","2079","0010","0","W","2","35","NICHOLS HILL RD","2","3","02"
"2021087697","3","4","","","","N","02","25","6TH AV","4","","02"
"2021094345","4","3","","","","S","02","25","BEVERLY RD","4","","02"
"2021123148","6","6","","","","E","02","30","ELFINWILD RD","4","","02"
"2021081714","3","4","","","","N","02","25","WOOD ST","4","","02"
"2021121891","3","3","0376","0760","1729","E","2","55","PENN LINCOLN PY","1","1","02"
"2021123788","3","4","","","","N","01","15","BREEZE WY","4","","02"
"2021091095","4","4","","","","S","02","25","THORNTREE DR","4","","02"
"2021125653","6","5","","","","N","04","35","HIGHLAND DR (LEECH FA","4","","02"
"2021105258","4","3","","","","N","02","15","13TH ST","4","","02"
"2021119438","5","5","","","","S","02","25","NEGLEY AV","4","","02"
"2022013716","3","3","0376","0761","942","W","2","55","PENN LINCOLN PY","1","1","02"
"2021115578","5","5","","","","W","02","25","KENDALL AV","4","","02"
"2021120977","4","3","","","","N","2","25","FULLERTON ST","4","","02"
"2021013289","3","4","","","","N","02","25","BURNSIDE AV","4","","02"
"2021045783","3","3","0579","0002","210","N","2","55","CROSSTOWN BL","1","1","02"
"2021115065","4","4","","","","S","01","15","RIDGELAND DR","4","","02"
"2021114036","3","3","8002","0280","420","N","1","35","RAMP K RD","2","1","02"
"2021049403","4","3","","","","E","01","25","WATSON ST","4","","02"
"2021038660","5","5","","","","E","02","25","BACKBONE RD","4","","02"
"2021057040","3","3","0022","0281","1328","W","2","55","NEW WM PENN HW","2","3","02"
"2021001773","3","3","0791","0030","2714","N","2","35","RODI RD","2","3","02"
"2021015459","6","6","","","","N","04","35","5TH AV","4","","02"
