"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2021060956,"02","1","3000 LAKESIDE DRIVE","","PITTSBURGH","PA","15238","CAPTIAL KEYSTONE AUTOMOTIVE IND","7245417711","","","","","","N","","","","","","N","","1","00778752","03"
2021021283,"03","1","611 E PITTSBURGH E MCKEESPORT","","N VERSAILLES","PA","15137","STERICYCLE INC","4127127930","","","","","","N","","","","","","N","","1","00397962","04"
2021028734,"02","8","320 POPLER ST","","PITTSBURGH","PA","15223","ABC TRANSIT","4127824110","999999","","","","","N","","","","","","N","","1","","12"
2021055856,"02","9","2235 BEAVER AVE.","2235 BEAVER AVE.","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4125665214","026000","","","","","N","","","","","","N","A-00976060","1","","13"
2021091490,"05","1","2675 MORGANTOWN RD","PO BOX 79","READING","PA","19603","PENSKE LEASING & RENTAL","7243447601","999999","","","","","N","","","","","","","","2","","06"
2021103382,"99","3","UNKNOWN","","UNKNOW","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","","","1","","08"
2021127594,"02","4","1200 PENN AVE","","PITTSBURGH","PA","15222","PGH2O","4122552423","002970","","","","","N","","","","","","","","2","99999999","03"
2021056634,"03","1","24 EAST DIAMOND LAKE RD, APT 3","","MINNEAPOLIS","MN","55419","RIHAAM TRUCKING LINE LLC","7015414910","080000","","","","","N","","","","","","N","","1","02945142","08"
2021056673,"01","1","4800 LIBRARY ROAD","","BETHEL PARK","PA","15129","GREYFOX SERVICES INC","4125957724","000099","","","","","N","","","","","","N","A-00000099","1","00000099","99"
2021066348,"05","2","559 WATERLOO RD","","MOGADORE","OH","44260","ROAD MATERIALS INC","3306144678","999999","","","","","N","","","","","","N","","2","","06"
2021066348,"99","3","1020 DUQUESNE BLVD","","DUQUESNE","PA","15110","THE HABEGGER CORP","9999999999","999999","","","","","N","","","","","","N","","1","","99"
2021005558,"05","0","4200 INDUSTRIAL BLVD","","ALIQUIPPA","PA","15001","PGT TRUCKING","7247283500","","","","","","N","","","","","","N","","2","00192897","08"
2021053344,"02","0","6 SHEPARD HALL RD","","COLQUITT","GA","398375500","BENTON TRUCKING LLC","9415849868","","","","","","N","","","","","","","","2","00326807","06"
2021062686,"02","9","112 LINCOLN AV","","ROOSEVELT","NY","11575","GABRIEL ROMERO","5165224123","011400","","","","","N","","","","","","N","11914","2","03554369","98"
2021108608,"03","1","11385 N TRIMBLE RD","PO BOX8608","ROBINSON","IL","62454","MIDWEST TRANSIT INC","6185443399","080000","","","","","N","","","","","","","","1","01084722","08"
2021108608,"02","1","300 BRUSH CREEK RD","","WARRENDALE","PA","15086","UNITED STATES POST OFFICE","8002758777","033000","","","","","N","","","","","","","","3","00016130","03"
2021120764,"99","0","1200 PENN AVE","","PITTSBURGH","PA","15222","PITTSBRGH WATER & SEWER AUTHORIT","9999999999","014000","","","","","","","","","","","","","2","","02"
2021107009,"01","0","345 SIXTH AVE. 3RD FL","","PITTSBURGH","PA","15222","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","","A-00976060","1","","13"
2021073114,"02","1","233 W MAIN ST","","SOMERSET","PA","15501","SOMERSET CANDY CO","8149999999","025950","","","","","N","","","","","","N","","1","03236860","09"
2021086457,"02","4","271 REIS RUN","","PITTSBURGH","PA","15237","BRANDON LANDSCAPE","4129357000","026000","","","","","N","","","","","","N","","1","02351290","03"
2021004774,"02","8","2235 BEAVER AVE","2235 BEAVER AVE","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","017963","","","","","N","","","","","","","A-00976060","1","","13"
2021007413,"03","1","7306 N BAKER RD","","FREEPORT","IN","46737","FEDEX FREIGHT INC","8004046297","030311","","","","","N","","","","","","N","","1","00239039","08"
2021016761,"03","4","296 CURRIE ROAD","PO BOX 296","NEW CASTLE","PA","16051","M M LEASING INC","7247529082","073280","","","","","N","","","","","","U","A105846","2","00269478","04"
2021025302,"03","8","13413 STATE RTE 422","","KITTANNING","PA","16201","AJ MYERS AND SONS","7243275214","999999","","","","","N","","","","","","N","","2","00281003","10"
2021029597,"04","1","221 CURRY HOLLOW ROAD","","PLEASANT HILLS","PA","15236","HADDAD'S INCORPORATION","4126558822","011200","","","","","N","","","","","","N","00369163","1","00369163","03"
2021040982,"02","0","1924 MCCAGUE STREET","","PITTSBURGH","PA","15218","STAHL PLUMBING","4122731000","","","","","","N","","","","","","N","","1","00000000","00"
2021053403,"02","3","105 DUQUENSE BLVD","","DUQUESNE","PA","15110","FASTENAL COMPANY","4124699915","013500","","","","","N","","","","","","N","","3","00000000","03"
2021099480,"03","1","LT 5 GOODWIN # 2","","MISSION","TX","78572","DS CARRIERS LLC","4183976146","","","","","","N","","","","","","N","","2","02977863","08"
2021073645,"02","3","1226 EAST MAIN STREET","","CLARION","PA","16214","THE VOTO MANUFACTURERS SALES CO","8142267101","","","","","","","","","","","","N","","1","00014742","03"
2021078747,"02","8","345 SIXTH AVENUE","3RD FLOOR","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","","","","","","N","","","","","","","A-00976060","3","","15"
2021096715,"02","8","573 BRADDOCK AVE","","EAST PITTSBURGH","PA","15112","PRN TRANSIT SERVICE","4128242181","014000","","","","","N","","","","","","","","1","02432891","13"
2021007919,"02","0","6675 LOW STREET","","BLOOMSBURG","PA","17815","METROPOLITAN TRUCKING COMPANY","8009676246","","","","","","N","","","","","","N","","2","00039717","03"
2021013867,"99","2","231 YORK LANE","","EXPORT","PA","15632","EXPORT FUEL COMPANY","7244684185","000099","3","","","","Y","9","","","","","U","A-00101816","2","00462468","08"
2021016999,"02","9","PENNDOT","","HARRISBURG","PA","17101","PENNDOT","7248096661","999999","","","","","N","","","","","","N","","2","","98"
2021102281,"02","0","14810 STATE ROUTE 30","","N HUNTINGDON","PA","15642","RJ STASO HEATING AND AIR CONDI","7248639550","010150","","","","","N","","","","","","","","4","","00"
2021027831,"03","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","044300","","","","","N","","","","","","N","A-00976060","1","","13"
2021057698,"01","9","233 FRENZ DRIVE","","NEW CASTLE","PA","16101","PENN POWER COMPANY","2162955034","019500","","","","","N","","","","","","N","","2","00418813","99"
2021083946,"03","8","2235 BEAVER AVENEUE","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY CO","4125665500","999999","","","","","N","","","","","","N","A00976060","1","","13"
2021094564,"05","0","12225 STEPHENS ROAD","","WARREN","MI","48089","CENTRAL TRANSPORT","5864671900","080000","","","","","N","","","","","","N","","2","00661173","08"
2021099462,"99","0","44 MCKNIGHT ST","","PITTSBURGH","PA","15220","CHC ENTERPRISES CORP","9999999999","013700","","","","","","","","","","","","","1","","02"
2021030164,"04","9","408 N MERIDIAN RD","","YOUNGSTOWN","OH","44509","MEANDER TIRE CO INC","3307277413","073200","","","","","N","","","","","","N","","1","00300821","04"
2021030439,"02","1","1501 REEDSDALE ST.","","PITTSBURGH","PA","152332243","SOCIETY OF ST. VINCENT DE PAUL","4122871183","019500","","","","","N","","","","","","N","704184","1","02309494","03"
2021061875,"03","3","48041 LUCE STREET","","PERHAM","MN","56573","PAPENFUSS TRUCKING INC","2182557715","","","","","","N","","","","","","N","","2","02362232","08"
2021070098,"01","1","15 INGRAM ST","","PITTSBURGH","PA","15205","RYDER","4129284162","010700","","","","","N","","","","","","U","","1","00016130","09"
2021087835,"03","0","101 KAPPA DR","","PITTSBURGH","PA","15238","TALON LOGISTICS INC","8122850219","015707","","","","","N","","","","","","N","","2","00030237","04"
2021115327,"02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124432000","999999","","","","","N","","","","","","","A-00976060","3","","13"
2021107210,"02","4","1540 E. DUNDEE ROAD","","PALATINE","IL","60074","SEUBERT & ASSOCIATES, INC","4127344900","026001","","","","","N","","","","","","","","1","00024147","03"
2021007160,"02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","A00976060","1","","13"
2021032264,"02","1","12500 WEST CREEK PARKWAY","","RICHMOND","VA","23238","PERFORMANCE FOOD GROUP INC.","8044847700","034000","","","","","N","","","","","","N","A-00120250","2","00882290","03"
2021039791,"03","3","94 WALDOBORO ROAD","","JEFFERSON","ME","04348","INDUSTRIAL TIMBER & PULP LLC","7246360066","080000","","","","","N","","","","","","N","","2","00999999","08"
2021081723,"04","4","923 WEIMER LN","","SALTSBURG","PA","15681","VISIONARY EQUIPMENT CORP","7244598901","073280","","","","","N","","","","","","N","A108395","1","00120871","04"
2021081723,"04","4","19 DELL DR","","IRWIN","PA","15642","CONERSTONE TRUCKING","7246894903","","","","","","N","","","","","","N","","2","03459941","04"
2021081901,"05","1","4255 ANSON BLVD","","WHITESTOWN","IN","46075","AMAZON LOGISTICS INC","3177698102","080000","","","","","N","","","","","","N","","1","03333033","08"
2021118547,"05","1","1019 FLAXMILL ROAD","","HUNTINGTON","IN","46750","DFA DAIRY BRANDS TRANSPORTATION","7244565739","090000","","","","","N","","","","","","","A8923296","1","03421178","08"
2021046738,"03","3","8004 SILVERADO TRL","","MCKINNEY","TX","75070","COMET EXPRESS LLC","2149914435","080000","","","","","N","","","","","","N","","1","03220158","08"
2021065874,"01","3","17 NEWETT STREET","","PITTSBURGH","PA","15210","SINGER TOWING AND RECOVERY LLC","4122909472","019500","","","","","N","","","","","","N","","1","02345421","00"
2021070172,"03","7","414 GRANT STREET","","PITTSBURGH","PA","15219","PITTSBURGH PUBLIC WORKS","4122558850","","","","","","N","","","","","","","","1","","09"
2021112407,"02","1","55 GLENLAKE PARKWAY NE","","ATLANTA","GA","30328","UNITED PARCEL SERVICE","8149324643","","","","","","N","","","","","","","","1","00021800","02"
2021000366,"02","4","1200 PENN AVE","","PITTSBURGH","PA","15222","PITTSBURGH WATER AND SEWER","4122552423","","","","","","N","","","","","","","","1","","03"
2021022854,"03","4","217 WILSON DR","","PITTSBURGH","PA","15235","FAZIO CONTRACTING INC","4128185578","072820","","","","","N","","","","","","N","","2","02279243","04"
2021028181,"99","1","1239 RAINBOW RD","","ADVANCE","NC","27006","T & L TOWING INC","3363999552","080000","","","","","N","","","","","","N","","1","00273944","06"
2021078210,"02","9","755 BEECHNUT DRIVE","","CRAFTON","PA","15205","TALON LOGISTICS","4129193330","030000","","","","","N","","","","","","N","","1","00030027","06"
2021118611,"99","0","413 WALL AVE","","WALL","PA","15148","WALL BOROUGH","9999999999","019000","","","","","","","","","","","","","1","","02"
2021073671,"02","8","2235 BEAVER AVE","2235 BEAVER AVE","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","026000","","","","","N","","","","","","N","A-00976060","2","","13"
2021089412,"05","3","11 SHORT ST","","BURGETTSTOWN","PA","15021","DETWEILER, BEN","7245038821","100000","","","","","N","","","","","","N","","2","03687866","06"
2021055067,"99","1","14002 E 12TH ST","","TULSA","OK","74134","EAN HOLDINGS LLC","9999999999","025999","","","","","N","","","","","","N","","3","","09"
2021055831,"02","4","121 BRICKYARD RD  MARS ,PA","","MARS","PA","16002","VOGEL","4126251511","066000","","","","","N","","","","","","N","2499827","1","00020200","00"
2021019940,"02","9","2735 PLEASANT VALLEY ROAD","","MURRYSVILLE","PA","15668","ELITE COACH TRANSPORTATION","7243252626","","","","","","N","","","","","","N","226","2","","99"
2021030564,"02","9","10204 HIGHWAY 80","","MINDEN","LA","71055","GLADIATOR ENERGY","4123270352","","","","","","N","","","","","","N","3612","2","","98"
2021075280,"99","0","12755 E NINE MILE","","WARREN","MI","48089","UACL LOGISTICS LLC","8002339445","033000","","","","","N","","","","","","N","","2","00041208","08"
2021115155,"99","1","1782 AUTUMN WOODS LN","","ROMEOVILLE","IL","60446","FOUR WAYS LOGISTICS INC","7737446936","","","","","","N","","","","","","N","","1","00209429","08"
2021044295,"99","0","3000 LAKESIDE DR","","BANNNOCKBURN","PA","60015","DONEN TRUST","9999999999","014200","","","","","N","","","","","","N","","2","","09"
2021037376,"02","7","4859 STATE ROUTE 51 N","","ROSTRAVER","PA","15012","BIG'S SANITATION INC","7243794331","","","","","","N","","","","","","N","99999","1","00099999","04"
2021040700,"01","3","2700 COMMERCE CIRCLE","","TRAFFORD","PA","15085","OHIO VALLEY SUPPLY","4126461936","080000","","","","","N","","","","","","N","","2","02581263","06"
2021056239,"02","5","616 BINGHAM STREET","","PITTSBURGH","PA","15219","BRYAN MATERIALS GROUP","4123811170","073260","","","","","N","","","","","","N","16535","2","01672873","04"
2021096431,"02","1","174 TOMLINSON DRIVE","","ZELIENOPLE","PA","16063","SIPPEL DEVELOPMENT","7245388400","010560","","","","","N","","","","","","N","","1","02813153","03"
2021103134,"02","1","401 FOX CHAPEL RD","","PITTSBURGH","PA","15238","BOROUGH OF FOX CHAPEL FIRE DEPAR","4129631100","046000","","","","","N","","","","","","","","1","","03"
2021089892,"05","1","4050 W I-40 SERVICE RD","","OKLAHOMA CITY","OK","73108","WESTERN FLYER EXPRESS","4054231471","080000","","","","","N","","","","","","N","","1","00658909","08"
2021093070,"03","9","6184 US HWY 98 W SUITE 210","","HATTIESBURG","MS","39402","JONES LOGISTICS","8009561151","","","","","","N","","","","","","N","","1","00648875","08"
2021002341,"03","0","3400 W MARKET ST","","YORK","PA","17404","A&S SERVICES LLC","7177923632","080000","","","","","N","","","","","","N","","1","01880751","08"
2021024104,"02","0","2235 BEAVER AVENUE","","PITTSBURGH","PA","15223","PORT AUTHORITY OF ALLEGHENY CO.","4124422000","","","","","","N","","","","","","","A-00976060","2","","13"
2021082864,"02","0","4024 PARK PL","","GLENSHAW","PA","15116","FRF HOLDINGS LLC","4122873256","073280","","","","","N","","","","","","N","","1","69376901","00"
2021079504,"02","4","2675 MORGANTOWN RD,","","READING","PA","19607","PENSKE TRUCK LEASING","6107756000","033000","","","","","N","","","","","","N","","2","00327574","05"
2021091210,"03","3","212 COUNTRY LN.","","WEST NEWTON","PA","15089","J A TRUCKING INC.","7243210473","011857","","","","","N","","","","","","N","","1","00267253","08"
2021109479,"02","4","120 TROPIANO LANE","","IRWIN","PA","15642","SOLI CONSTRUCTION INC","7247443337","","","","","","N","","","","","","","","2","02092611","09"
2021097665,"03","1","3309 COUNTY ROAD 22A","","BLOOMINGTON","OH","439107973","SQUARE DEAL SHIPPING LLC","4122256353","026000","","","","","N","","","","","","","","1","","08"
2021047950,"02","3","421 N 2ND ST","","WEST NEWTON","PA","15089","KIMBERLY CONTRACTING LLC","7248720611","","","","","","N","","","","","","N","","2","02088896","06"
2021054130,"05","1","2301 JEFFERSON AVE","","WASHINGTON","PA","15301","VELTRI TRUCKING","7242289381","","","","","","N","","","","","","N","","1","01085746","08"
2021054130,"05","1","129 MARTEN ST","","MONDOVI","WI","54755","MARTEN TRANSPORT","7159264216","","","","","","N","","","","","","N","","2","00074432","08"
2021061871,"02","9","1611 LYNNEWOOD DR","","HAVERTOWN","PA","19083","AIRGAS USA","8669353370","046000","","","","","N","","","","","","N","","2","00299712","09"
2021067850,"03","3","7043 ELLENBERGER DRIVE","","ALTOONA","PA","16601","SEL-LO OIL INC","8149447561","080000","","","","","N","","","","","","N","","2","00083472","08"
2021075453,"03","4","2860 OLD US 119 HWY S","","HOMER CITY","PA","15748","WEIMER TRUCKING LLC","7244790792","","","","","","N","","","","","","N","","2","02432975","04"
2021076464,"99","0","5414 CLAITON BLVD","","PITTSBURGH","PA","15236","MICHAEL LAUTERBACH PLUMBING LLC","9999999999","999999","","","","","","","","","","","","","3","","02"
2021082134,"99","1","415 MALEY DR","","ELIZABETH","PA","15037","PAULS INSTALLATIONS INC","9999999999","014500","","","","","","","","","","","","","2","","02"
2021086054,"03","9","345 6TH AVENUE","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","A-00976060","1","","13"
2021107585,"03","0","361 W US HIGHWAY 6","","VALPARAISO","IN","46385","CR ENGLAND","9565520834","080000","","","","","N","","","","","","N","A-00999999","2","00028406","09"
2021076981,"03","9","5 GREAT VALLEY PARKWAY STE 311","","MALVERN","PA","19355","EMKAY INC TRUST","7242440898","026000","","","","","N","","","","","","N","","2","03201032","09"
2022001169,"03","3","760 BRADDOCK AVE STE 101","","E PITTSBURGH","PA","15112","TARS TRUCKING INC","4126765033","080000","","","","","N","","","","","","N","","1","03137327","08"
2021096479,"99","1","5807 STATE RD","","GIBSONIA","PA","15044","MALONE CONSTRUCTION INC","9999999999","999999","","","","","","","","","","","","","2","","02"
2021020339,"99","7","73 NOBLESTOWN ROAD","","CARNEGIE","PA","15106","BFI WASTE SERVICES","4124292600","","","","","","N","","","","","","","UNKNOWN","2","","99"
2021111029,"05","0","1100 VALLEY ROAD","","OCONOMOWC","WI","53066","TARGET CORPORATION","6149846208","","","","","","N","","","","","","","","1","00054283","08"
2021121422,"03","0","564 STATE ROUTE 1037","","DAYTON","PA","16222","WILLIAMSON TRUCKING","8142578478","067850","","","","","N","","","","","","","A-89133","1","01322825","04"
2021121914,"03","9","2675 MORGANTOWN RD","","READING","PA","19607","PENSKE TRUCK LEASING CO L P","8666157340","080000","","","","","N","","","","","","N","","1","00327574","06"
2021095465,"99","1","103 E INIDIANOLA AVE","","YOUNGSTOWN","PA","44507","BANNER SUPPLY CO. INC","9999999999","999999","","","","","","","","","","","","","2","","02"
2021125575,"02","0","61 E MAIN ST","","UNIONTOWN","PA","15401","COUNTY OF FAYETTE","7246287433","","","","","","N","","","","","","","","2","","13"
2021125575,"03","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY","4124222000","026000","","","","","N","","","","","","","A-00976060","3","","13"
2021062672,"02","6","2274 ASTORIA CIRCLE APT 205","","HERNDON","VA","20170","PAUL RICHARDS LLC","2404238684","999999","","","","","N","","","","","","N","","1","30999663","08"
2021067668,"02","1","2500 CLYDE AVE","","NORTH VERSAILLES","PA","15137","S&S TRANSIT INC","4128297351","012500","","","","","N","","","","","","N","","2","02430663","15"
2021082465,"02","1","103 RAVENCLIFF RIDGE","","GARNER","NC","27529","REIGN LOGISTICS LLC","4436530879","026000","","","","","N","","","","","","N","","1","03383164","03"
2021084735,"02","1","201 VILLAGE RD","","PITTSBURGH","PA","15205","SKY TRANSPORTATION","2408382994","026000","","","","","N","","","","","","N","1199116","2","03565453","03"
2021122330,"04","4","221 ALLEGHENY AVENUE","PO BOX 371","OAKMONT","PA","151390000","CARD TRANSPORT LLC","4128202802","073280","","","","","N","","","","","","","","1","01377857","04"
2021065679,"03","1","17830 ENGLEWOOD DRIVE STE 23","17830 ENGLEWOOD DRIVE STE 23","MIDDLEBURG HEIGHTS","OH","44130","ARK TRANSPORTATION LTD","4408910088","999999","","","","","N","","","","","","N","","2","01316475","04"
2021112031,"03","4","1350 STATE ROUTE 30","","LAUGHLINTOWN","PA","15655","LIGONIER TRUCKING","7242384782","073280","","","","","N","","","","","","","A-00116756","2","01288308","04"
2021120668,"05","1","265 EXPORT BLVD","","MISSISSAUGA","ON","L5S1Y4","VANGUARD GLOBAL","9056709300","080000","","","","","N","","","","","","N","","1","02447454","08"
2021015523,"02","1","4920 BUTTEMILK HOLLOW","","WEST MIFFLIN","PA","15122","EXCLUSIVE SERVICES INC DBA DON","8003366837","012300","","","","","N","","","","","","","A8922932","1","00345157","99"
2021015523,"02","1","4920 BUTTEMILK HOLLOW","","WEST MIFFLIN","PA","15122","EXCLUSIVE SERVICES INC DBA DON","8003366837","026000","","","","","N","","","","","","","A892932","2","00345157","05"
2021025425,"04","4","1060 WAYNE AVE, PO BOX 279","","INDIANA","PA","15701","KOVALCHICK CORPORATION","7243493300","073280","","","","","N","","","","","","N","","2","00035162","04"
2021063419,"99","1","233 MONTANA AVE","","NEW KENSINGTON","PA","15068","JOEL BACHMAN","9999999999","999999","","","","","","","","","","","N","","2","99999999","08"
2021078745,"05","3","604 ZIGLER RD","","ROCHESTER","PA","15074","ACTION TRUCKING","7243162274","","","","","","","","","","","","N","","1","01182275","06"
2021094040,"02","98","209 13TH ST","","PITTSBURGH","PA","15215","NORTHERN AREA MULTISERVICE CENTE","4127811175","","","","","","N","","","","","","","","2","02430252","13"
2021100933,"03","2","650 NOBLE DR","","WEST MIFFLIN","PA","15122","SAFETY KLEEN SYSTEMS INC","9999999999","054999","","","","","N","","","","","","N","","1","00151288","04"
2021116167,"02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15235","PORT AUTHORITY","4124422000","","","","","","N","","","","","","","A-00976060","2","","13"
2021000936,"02","1","1114 GARDEN ST","","GREENSBURGH","PA","15601","US FOODS","8004426404","","","","","","N","","","","","","","","2","00745614","03"
2021010138,"02","4","RT 283 PO BOX 67676","","HARRISBURG","PA","17106","PA TURNPIKE COMISSION","7179399551","058400","","","","","N","","","","","","N","","2","00075625","09"
2021037925,"03","5","1051MCCARTNEY ST","","PITTSBURGH","PA","15220","QUALITY CONCRETE INC","4129220200","077940","","","","","N","","","","","","N","","2","02066094","00"
2021082722,"02","1","800 ANDERSON STREET","","NEW KENSINGTON","PA","15068","GALLI BEER DISTRIBUTING CO INC","7243373581","","","","","","","","","","","","N","0000000000","1","","99"
2021118476,"02","98","1011 LEBANON RD","","WEST MIFFLIN","PA","15122","ALLEGHENY COUNTY PORT AUTHORITY","4122377000","","","","","","N","","","","","","","","3","","13"
2021039654,"01","5","1263 CHARTIERS AVENUE","","MCKEES ROCKS","PA","15237","FRANK BRYAN CONST.","5406048131","073280","","","","","","","","","","","U","","1","","05"
2021045461,"04","4","109 DARK HOLLOW RD","","OAKMONT","PA","15139","TDF","4128202802","064740","","","","","N","","","","","","N","A-00114665","1","00945123","04"
2021060660,"03","1","11 DISTRIBUTION WAY","","MONMOUTH JUNCTION","NJ","08852","HERMANN TRANSPORTATION","8005240067","080000","","","","","N","","","","","","N","","2","00017093","08"
2021005489,"03","3","2700 COMMERCE CIRCLE","","TRAFFORD","PA","15085","OHIO VALLEY DRYWALL SUPPLY","4126461936","073280","","","","","N","","","","","","N","","1","02581263","04"
2021020727,"02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15223","PORT AUTHORITY OF ALLEGHENY CO","4124422000","028000","","","","","N","","","","","","N","A-00976060","1","","13"
2021020727,"05","9","8063 SOUTHERN BLVD","","YOUNGSTOWN","OH","44512","AMERICAN BULK EQUIPMENT","3306149556","060000","","","","","N","","","","","","N","","2","00255968","08"
2021061659,"04","4","2516 STATE ROUTE 18","","WAMPUM","PA","16157","YPI TRUCKING LLC","7243219494","040000","","","","","N","","","","","","N","","1","02395606","04"
2021124631,"99","0","5574 BROWNSVILLE RD","","PITTSBURGH","PA","15236","SOUTH PARK USED CARS","9999999999","017500","","","","","","","","","","","","","4","","05"
2021094163,"99","0","507 EAST DRIVE","","ALIQUIPPA","PA","15001","CICCONE LANDSCAPING LAWN SVC","9999999999","019500","","","","","","","","","","","","","2","","02"
2021102941,"99","3","801 MCNEILLY RD","","PITTSBURGH","PA","15226","MICHAEL FACCHIANO   CONTRACTING","9999999999","080000","","","","","","","","","","","","","2","","08"
2021108334,"02","0","2521 MAYFIELD AVE","","AMBRIDGE","PA","15003","NATHAN ANDREW MUSI","9999999999","011600","","","","","","","","","","","","","1","","06"
2021114643,"03","7","121 BRICKYARD RD","","MARS","PA","16046","VOGEL DISPOSAL","7246251511","","","","","","N","","","","","","","","1","00290052","04"
2021118025,"02","4","1927 UNIVERSAL ROAD","","PITTSBURGH","PA","15235","A STREET DUMPSTER RENTAL LLC","4127444211","019500","","","","","N","","","","","","","","2","00294405","03"
2021027740,"04","4","11979 FRANKSTOWN AVE","","PITTSBURGH","PA","15235","TRE J TRUCKING LLC","4126071370","","","","","","N","","","","","","N","","1","03133074","04"
2021027740,"02","1","4790 HAVANA DR","","PITTSBURGH","PA","15239","HWGW INC","4128678002","009000","","","","","N","","","","","","N","","2","02958618","03"
2021066776,"03","1","2675 MORGANTOWN ROAD","","READING","PA","19607","PENSKE TRUCK LEASING CO L P","3049188411","005200","","","","","N","","","","","","N","","2","00387474","04"
2021082464,"99","4","459 DAVIDSON RD","","PITTSBURGH","PA","15239","CALIBER LOGISTICS LLC","4126065818","080000","","","","","N","","","","","","N","","1","02274928","00"
2021100583,"02","98","3400 EAST MAIN","","DANVILLE","IL","61832","MCLANE","7408081609","","","","","","","","","","","","","","2","99999999","08"
2021105537,"99","9","4900 CURRY RD","","PITTSBURGH","PA","15236","BALDWIN WHITEHALL SCHOOL DISTRIC","4128857595","","","","","","N","","","","","","N","","2","00009999","15"
2021116911,"99","1","530 CENTER AVE","","NEW STANTON","PA","15672","MOTOR TRUCK PAC LEASE","7247576841","026000","","","","","N","","","","","","N","","1","02821390","09"
2021102330,"02","9","EQUIP 020-9099 17TH &ARSENAL B","","HARRISBURG","PA","17120","PENNDOT","4123811315","039000","","","","","N","","","","","","N","","2","","09"
2021115745,"03","4","1251 RUSSELLTON ROAD","PO BOX 250","CHESWICK","PA","15024","TESONE TRANSPORT","7242742250","","","","","","N","","","","","","","A00109950","2","00507931","04"
2021033492,"01","0","1825 LIVERPOOL ST.","","PITTSBURGH","PA","15233","YELLOW CAB CO. OF PGH","4127777777","000000","","","","","N","","","","","","N","","1","00068404","00"
2021036839,"05","1","230-7 WESTWINDS CRES NE","","CALGARY","AB","T3J5H2","2108579 ALBERTA LTD","5145464110","080000","","","","","N","","","","","","N","","1","03122703","08"
2021051710,"02","0","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","","","","","","N","","","","","","N","A-00976060","1","","13"
2021091383,"99","1","108 GRUNDMAN DR","","BUTLER","PA","16001","UNITED PLATE GLASS CO INC","9999999999","999999","","","","","","","","","","","","","2","","02"
2021013309,"03","0","621 S BENTALOU ST","","BALTIMORE","MD","21223","BRODY TRANSPORTATION CO INC","4438831364","800000","","","","","N","","","","","","N","220556","1","","00"
2021023058,"02","4","6928 CHURCHLAND ST","","PITTSBURGH","PA","15206","RONALD WINGFIELD","7245750664","026001","","","","","N","","","","","","N","","3","00856034","03"
2021028293,"02","0","345 SIXTH AVENUE FLOOR 3","","PITTSBURGH","PA","15222","PORT AUTHORITY  ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","N","A-00976060","2","","15"
2021081315,"01","1","14 CENTRAL PARK DRIVE","","HOOKSETT","NH","03106","PRINCIPLE MERCHANTS","4129083915","","","","","","N","","","","","","","","2","03286420","00"
2021038837,"06","9","2250 S. CHICAGO ST.","","JOLIET","IL","60436","CADENCE PREMIER LOGISTIC","7088089850","032000","","","","","N","","","","","","N","","1","01861195","06"
2021048362,"02","0","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","N","A-00976060","2","","13"
2021109892,"05","2","3181 TRUMBULL AVENUE","","MCDONALD","OH","44437","PREDATOR TRUCKING COMPANY","3305300712","080000","","","","","N","","","","","","","","1","00401385","08"
